詞目id,義項id,詞性,解說
6645,9241,形容詞,不合。不和睦、合不來。
6645,9242,形容詞,划不來、不划算。
6647,9245,形容詞,收支無法平衡。
6658,9258,形容詞,荒置、廢棄。
6659,9259,形容詞,倒楣。運氣不好，做事情不順利。
6665,9266,形容詞,形容人懶惰成性，骯髒邋遢又不梳洗整理。
6670,9275,形容詞,與金錢有關的。
6671,9283,形容詞,超出標準。
6674,9288,形容詞,慘了、糟了。用於表現有難以解決的事。
6679,9301,形容詞,不順利。
6690,9315,形容詞,違背天理。
6707,9334,形容詞,褪色，顏色變淡。
6753,9387,形容詞,浪費、蹧蹋。沒有節制、無益的耗費。
6786,9427,形容詞,陪襯的。
6786,9430,形容詞,相稱的。
6790,9445,形容詞,光線明亮、迅速跳動的樣子。
6792,9450,形容詞,間歇性的。
6797,9459,形容詞,飢餓。
6801,9464,形容詞,上下的差距大。與「低」(kē)相對。
6803,9474,形容詞,形容人狡猾、奸詐。
6805,9476,形容詞,勤勞。
6815,9487,形容詞,押韻。寫作韻文時，在句末用韻母相同或相近的字。
6821,9493,形容詞,神志不清。通常用來形容人酒醉不清醒的樣子。
6826,9498,形容詞,指人品行清高。
6826,9499,形容詞,指人清雅不俗。
6826,9500,形容詞,物品的款式質地均佳。
6830,9504,形容詞,形容人的能力高超精湛。
6843,9518,形容詞,指某地因地形或地勢的關係，風勢較小，可以避風。
6852,9530,形容詞,較高尚、尊貴，層次等級較高的。
6856,9535,形容詞,隨隨便便。形容觀念偏差，做事推拖敷衍的態度。
6862,9542,形容詞,高尚又尊貴。
6873,9554,形容詞,形容一個人滑頭、聰明，很鬼靈精。
6888,9572,形容詞,形容一個人一天到晚動歪腦筋，想些不正經的點子。
6899,9583,形容詞,光線不穩定，明明滅滅的樣子，也常以「閃閃爍爍」(siám-siám-sih-sih)的重疊型態出現。
6906,9591,形容詞,代表陽性、男性的。
6909,9594,形容詞,不真實的、虛偽的。
6911,9597,形容詞,歪斜、不正。
6919,9623,形容詞,次要的、協助的。
6919,9624,形容詞,附帶的。
6924,9630,形容詞,形容事物的成就卓越非凡，影響力極大。
6948,9656,形容詞,伶俐、靈活。形容小孩子天真活潑、動作俐落。
6948,9657,形容詞,形容人的言行怪異可笑。
6949,9658,形容詞,形容事務完善而沒有缺陷。
6975,9689,形容詞,形容人的生理及心理機能正常而強壯，沒有缺陷和疾病。
6982,9697,形容詞,因裝瘋賣傻程度太過，而使人感到行為過份，故引申為舉止過份，不懂節制。
6991,9706,形容詞,偏離某一地區的中心位置或距主要部分較遠。
7017,9745,形容詞,由本義引申為形容人鼻子尖挺。
7022,9755,形容詞,獨一無二。
7027,9761,形容詞,指生物失去其機能。
7071,9816,形容詞,代表本國的。
7080,9831,形容詞,足夠。表示達到一定的數量或程度。
7083,9834,形容詞,禮數周到。是一種客套話，感謝別人的幫助。
7083,9835,形容詞,夠本。付出勞力後所得的工資值回代價。
7083,9836,形容詞,周到。做事情下了很多功夫，面面俱到，沒有疏漏。
7086,9839,形容詞,指事物到達一定的程度或標準，通常用來指水果已經成熟。
7090,9844,形容詞,指賣價與成本相差不多，沒賺也沒賠。
7090,9845,形容詞,划算、份量夠了。
7091,9846,形容詞,隸屬中央層級，由國家公費所設立的各式機構的銜稱。
7092,9847,形容詞,費用足夠，可以支應一切開支。
7097,9853,形容詞,形容物體非常牢固。
7098,9854,形容詞,形容人的意志堅毅不動搖。
7109,9865,形容詞,滿足。形容飲食、精神上的飽足過癮。 
7111,9867,形容詞,形容人的容貌端正莊嚴。
7115,9871,形容詞,奢侈、浪費。
7124,9880,形容詞,國與國之間，與各國相關的。
7130,9888,形容詞,大派頭、大排場。因為擺排場或派頭，過於奢華而引人注目，有負面意味。
7138,9901,形容詞,密合。
7138,9902,形容詞,事物內部空隙小、不稀疏。
7141,9908,形容詞,專有的或獨享的。
7141,9909,形容詞,集中在同一事物上。
7144,9913,形容詞,將相器。具有為大將宰相的才能，能擔當大任的人。
7144,9914,形容詞,魁梧。身材高大挺拔。
7164,9938,形容詞,密合。
7165,9939,形容詞,緊緊的。形容非常緊密，沒有空隙。
7168,9942,形容詞,孤單的樣子。
7169,9943,形容詞,緊密結實。
7173,9947,形容詞,專橫、專斷。
7175,9950,形容詞,陡峭。
7181,9964,形容詞,健壯、厲害。
7185,9972,形容詞,得寵。得到他人的疼惜、寵愛。
7194,9982,形容詞,多種顏色。
7195,9983,形容詞,健壯有力。
7207,9996,形容詞,健康。身體安好強健無病痛。
7214,10003,形容詞,態度堅決，不肯退讓。
7217,10006,形容詞,稱心如意或引以自豪。
7229,10029,形容詞,形容人呆笨、頭腦不清楚的樣子。
7258,10069,形容詞,傻傻的、呆頭呆腦的。
7267,10080,形容詞,罵人呆傻、愚笨。
7271,10084,形容詞,悲哀慘痛。
7272,10085,形容詞,慘不忍睹、慘兮兮。形容非常的悽慘。
7280,10095,形容詞,居首。占第一位。
7281,10096,形容詞,痴呆。形容人愚蠢，不明事理。
7283,10098,形容詞,精神失常、瘋瘋癲癲的。
7339,10212,形容詞,指徒有其名但是實際上卻沒有相對的權力。
7375,10254,形容詞,反應迅速快捷。
7377,10256,形容詞,遮遮掩掩、偷偷摸摸。
7429,10317,形容詞,不正的、歪斜的。
7429,10319,形容詞,不平行、不垂直的線條，尤其是指對角線。
7449,10347,形容詞,斜著眼睛看。
7466,10369,形容詞,質地不密實，容易脆裂。
7466,10370,形容詞,形容聲音沙啞。
7472,10379,形容詞,比喻狠、兇、極度。
7472,10380,形容詞,捨得。
7474,10382,形容詞,微寒、清涼。
7474,10383,形容詞,引申為工作或心情很輕鬆。
7485,10396,形容詞,憨直、坦率。
7485,10398,形容詞,乾脆直接而不拖泥帶水。
7494,10407,形容詞,物品鬆脆易散。
7498,10412,形容詞,輕鬆自在的樣子，常常疊詞連用。
7503,10417,形容詞,聲音沙啞。
7508,10422,形容詞,水不淺。
7508,10423,形容詞,上下前後距離空間大。
7508,10424,形容詞,厚、濃。
7508,10425,形容詞,學問知識或思考豐厚不淺薄。
7508,10426,形容詞,距離遠、時間久。
7508,10427,形容詞,困難。
7508,10428,形容詞,近視、遠視度數多。
7508,10429,形容詞,顏色濃。
7510,10431,形容詞,水不深。
7510,10432,形容詞,引申為上下前後距離空間小。
7510,10433,形容詞,引申為薄、少。
7510,10434,形容詞,引申為顯明、無深度。
7510,10435,形容詞,近視、遠視度數少。
7513,10440,形容詞,事物明白無隱晦。
7513,10442,形容詞,事物簡單、乾淨、無配料。
7513,10443,形容詞,人的心情舒暢安詳。
7513,10444,形容詞,行為上沒有缺陷。
7513,10445,形容詞,貧窮。
7523,10456,形容詞,心中清靜，沒有雜念，無所掛慮。
7523,10457,形容詞,清爽、愉快。
7530,10465,形容詞,顏色較淺。在色彩的彩度較低，明度較高的顏色。
7532,10468,形容詞,清爽秀美而不俗氣。
7534,10470,形容詞,深入內心，難以忘懷。
7534,10471,形容詞,見解精闢透徹，含意深遠。
7538,10475,形容詞,清香。氣味清新芬芳。
7541,10479,形容詞,環境清靜幽雅。
7543,10481,形容詞,乾淨、清潔。
7544,10482,形容詞,清秀。指一個人外表長相看起來乾乾淨淨。
7544,10483,形容詞,潔癖。指過度愛好清潔，什麼東西都要清理得很乾淨。
7544,10484,形容詞,很乾淨的樣子。
7545,10485,形容詞,入睡不深，容易醒來。
7549,10492,形容詞,清靜不受紛擾。
7549,10493,形容詞,乾淨。
7553,10497,形容詞,清貧、貧寒。
7555,10499,形容詞,悠閒、閒散。
7557,10501,形容詞,違背禮法的男女關係。
7558,10502,形容詞,雜亂無章，沒有次序。
7560,10504,形容詞,清正廉潔不貪汙。
7564,10509,形容詞,乾淨、潔淨。沒有灰塵、汙漬或雜物。
7566,10511,形容詞,一點點。微量的、些微的。
7568,10514,形容詞,心中感到痛快舒暢。
7570,10523,形容詞,體積龐大的樣子。
7571,10527,形容詞,低頭的樣子。
7572,10528,形容詞,速度快、力氣大。
7573,10529,形容詞,行動迅速。
7573,10530,形容詞,旺盛而強烈的樣子。
7576,10534,形容詞,目前便有的。
7576,10536,形容詞,此時。
7584,10549,形容詞,丟臉、丟人現眼。
7590,10556,形容詞,開心、愉快、心情好。
7590,10557,形容詞,身體舒適、神清氣爽。
7606,10574,形容詞,清楚、明白。
7615,10585,形容詞,指一個人短視近利。
7621,10592,形容詞,警醒，指人提高警覺之意。
7621,10593,形容詞,形容人手腳敏捷、工作勤奮。
7630,10603,形容詞,味道甘美。
7630,10604,形容詞,抽象用法，感受上的甜美。
7632,10609,形容詞,不密集。
7638,10619,形容詞,興旺、繁多、大規模。
7640,10622,形容詞,形容眼睛因為看不清楚而瞇成細縫的樣子。
7651,10636,形容詞,眼花。形容人視力模糊，看不清楚。
7658,10643,形容詞,做事粗心大意，不周密。
7668,10653,形容詞,眼睛瞇瞇的看不清楚。
7673,10661,形容詞,開明。
7677,10665,形容詞,形容食物的味道甜得像蜂蜜一樣。大多比喻生活過得幸福愉快。
7678,10666,形容詞,遠離而不親近。
7681,10671,形容詞,稀疏。
7690,10683,形容詞,形容人動作不靈敏。
7713,10714,形容詞,煮飯時水份不夠，飯的口感較硬。
7715,10717,形容詞,不精緻的。
7715,10718,形容詞,不平滑的。
7715,10719,形容詞,粗魯、不文雅。
7715,10720,形容詞,巨大而且雄厚。
7720,10725,形容詞,小。
7720,10726,形容詞,音量小。
7746,10757,形容詞,指表現順利或說話流利的樣子。
7747,10758,形容詞,粗糙通俗、便宜的。
7748,10759,形容詞,粗壯。形容人體格粗大健壯。
7748,10760,形容詞,指東西結實，強韌耐用。
7752,10764,形容詞,居家做家事時穿著。
7753,10765,形容詞,形容大而笨重的東西。
7753,10766,形容詞,形容耗費體力。
7759,10773,形容詞,又乾又鬆、不好的口感，如同失去水分的食物殘渣。
7760,10774,形容詞,形容身材嬌小。
7761,10775,形容詞,合口味。形容東西合胃口、好吃，一口接一口，愈吃愈想吃。
7761,10776,形容詞,順口、搭腔。形容接人家的話接得很順口。
7766,10782,形容詞,只是吃飽而不講究飲食的精緻度。
7768,10785,形容詞,身材矮小。
7768,10786,形容詞,年齡較小的。
7768,10787,形容詞,輩份排行在後的。
7769,10788,形容詞,粗暴魯莽。
7772,10791,形容詞,做事小心謹慎。
7772,10792,形容詞,客氣。
7777,10797,形容詞,小聲。
7782,10805,形容詞,乾癟。枯乾而沒有水分。
7798,10823,形容詞,乾癟、癟癟。物品、植物、蔬果等因為失去水分而乾皺。
7804,10829,形容詞,罵人個性散漫，做事不積極，如同衣服的縫線脫落一樣。
7809,10834,形容詞,端莊肅穆。
7841,10873,形容詞,交叉打結。
7844,10878,形容詞,整個。完全的，全部的。
7849,10887,形容詞,形容傷口或眼睛部位受到鹽或藥物刺激的刺痛感。
7850,10888,形容詞,整個。
7851,10889,形容詞,成千上萬、很多的。
7868,10910,形容詞,乾脆。做事直接乾脆，不拖泥帶水。
7869,10913,形容詞,形容人的行為端正老實。
7870,10914,形容詞,整群。
7876,10920,形容詞,滿腔怒火。整個肚子都是火，表示非常生氣。
7888,10933,形容詞,貪心。對事物過度追求的心態。
7893,10942,形容詞,不堅硬。
7893,10943,形容詞,使不上力。
7893,10944,形容詞,富於同情心的。
7894,10947,形容詞,澈底而充分的樣子。
7894,10949,形容詞,完整貫串的、整個的。
7894,10951,形容詞,形容風勢很大。
7901,10966,形容詞,所有的、全部的。
7901,10967,形容詞,專精。
7901,10968,形容詞,合情理。
7906,10982,形容詞,形容身體疲倦而全身無力。
7910,10986,形容詞,貪得無厭，不知滿足。
7911,10987,形容詞,心軟。形容感情柔弱，易受外界事物影響而動搖意志。
7916,10993,形容詞,由嘴、咽喉一直涼到心脾，形容涼極了。
7922,10999,形容詞,共用。
7924,11001,形容詞,透明的、透光的。
7924,11002,形容詞,光線良好、明淨光亮的樣子。
7924,11003,形容詞,指消息很靈通。
7935,11014,形容詞,指人的個性軟弱。
7935,11015,形容詞,指身體上的脆弱。
7942,11024,形容詞,從一而終、有始有終。
7943,11025,形容詞,貪吃。
7945,11027,形容詞,形容空氣流通順暢，沒有阻礙。
7948,11030,形容詞,體質虛弱沒力氣。
7948,11031,形容詞,個性柔弱畏怯。
7952,11035,形容詞,有氣無力的樣子。
7953,11036,形容詞,貪愛財物。
7955,11039,形容詞,形容骨頭柔軟而有彈性。
7966,11051,形容詞,懶惰。貪圖享受卻不願付出勞力。
7967,11053,形容詞,偷懶貌、一副不想動的樣子。
7975,11061,形容詞,腿軟、雙腿無力。
7985,11074,形容詞,形容柔軟。
7985,11075,形容詞,形容身體柔弱無力。
7986,11076,形容詞,自由自在、不受拘束。
7991,11081,形容詞,緊密相連。
7993,11083,形容詞,這麼點兒、這麼少。表示體積很小或數量很少。
8003,11103,形容詞,形容人的妝扮、物品的色彩、香味、形態等等過於俗麗、濃郁而令人不愉悅。
8003,11104,形容詞,粗鄙無禮的、放縱不馴的。
8003,11105,形容詞,野生的，未經人工栽培或馴養的。
8008,11115,形容詞,不明亮的。
8008,11116,形容詞,狡猾、奸詐的樣子。
8013,11126,形容詞,前面的、上面的、先前的。
8016,11132,形容詞,上下、前後。指順序的前後，或空間的上下位置。
8035,11151,形容詞,未經人飼養或培植而自然長成的生物。
8041,11158,形容詞,過於濃郁、有刺激性的味道。
8045,11163,形容詞,個性內向、害羞，靦腆的樣子。
8049,11169,形容詞,指做事認真細心，毫不馬虎。
8073,11196,形容詞,陰沉。形容人的性格深沈，不易表露心事。
8083,11207,形容詞,粗暴不講理的。
8127,11255,形容詞,麻木。比喻對事情失去應有的知覺。
8152,11282,形容詞,才能出眾，高出一般人之上。
8159,11293,形容詞,辛苦、疲累。
8160,11295,形容詞,形容人識見豐富。
8160,11296,形容詞,廣大的、眾多的。
8173,11320,形容詞,呼吸急促的樣子。
8178,11329,形容詞,感謝別人的客套話。
8190,11346,形容詞,挑食。
8196,11352,形容詞,形容人心地端正純潔，沒有歹意邪念。
8213,11370,形容詞,口臭。引申形容人常口出惡言。
8235,11393,形容詞,指脣顎裂患者說話鼻音很重、含糊不清。
8235,11394,形容詞,形容啞巴說話的聲音。
8247,11407,形容詞,獨一、不成雙的。
8269,11438,形容詞,形容人或事物簡單而不複雜。
8279,11450,形容詞,獨自。形容單獨一人。
8285,11456,形容詞,漂亮的、美麗的。
8287,11458,形容詞,一般指氣候上的冷。
8289,11461,形容詞,一種稱呼人的敬辭，通常加在與對方有關的人、事、物上。
8310,11490,形容詞,事情做得很完美叫人激賞稱讚。
8311,11491,形容詞,富足而強盛。
8314,11494,形容詞,高尚、高貴。
8316,11496,形容詞,形容富足、充裕。
8318,11498,形容詞,冷熱、寒暑。形容冷或熱的樣子。
8320,11500,形容詞,形容非常漂亮。
8324,11505,形容詞,表示不定的數目。
8333,11514,形容詞,形容心悶、抑鬱的樣子。
8333,11515,形容詞,形容身體不舒服、微微發痛的樣子。
8335,11517,形容詞,形容很悽慘、不幸的狀況。
