詞目id,詞目類型,漢字,羅馬字,分類
3314,主詞目,沙崙,sua-lūn,"地理,自然現象"
3315,主詞目,求情,kiû-tsîng,交際應酬
3316,主詞目,束結,sok-kiat,形貌、體積
3317,主詞目,沙微,sa-bui,反應、表情
3318,主詞目,束腰,sok-io,"衣帽鞋襪,理容、化妝"
3319,主詞目,灶跤,tsàu-kha,建築物、結構
3320,主詞目,沙漠,sua-bo̍k,"地理,自然現象,空間方位"
3321,主詞目,步數,pōo-sòo,事、物泛稱
3322,主詞目,沙線,sua-suànn,"地理,自然現象"
3323,主詞目,步輦,pōo-lián,肢體動作
3324,主詞目,沃澹,ak-tâm,
3325,主詞目,束縛,sok-pa̍k,生活狀況
3326,主詞目,灶頭,tsàu-thâu,飲食物具
3327,主詞目,沙龍巴斯,sa-long-pa-suh,醫療保健
3328,主詞目,災,tsai,災禍
3329,主詞目,災,tse,災禍
3330,主詞目,牢,tiâu,"建築物、結構,教育、學術,副詞"
3331,主詞目,狂,kông,動物形體、行為
3332,主詞目,男,lâm,"泛稱,宗族、家庭,稱謂輩分"
3333,主詞目,疔,ting,傷疾病痛
3334,主詞目,疕,phí,傷疾病痛
3335,主詞目,皂,tsō,"生活用品,文學、藝術"
3336,主詞目,矣,--ah,助詞、嘆詞
3337,主詞目,私,su,性質、程度
3338,主詞目,系,hē,"組織團體,教育、學術"
3339,主詞目,罕,hán,副詞
3340,主詞目,肚,tóo,"動物形體、行為,生理構造,生活用品,食物、飲料、煙酒"
3341,主詞目,肚,tōo,"動物形體、行為,生理構造,食物、飲料、煙酒"
3342,主詞目,肝,kan,生理構造
3343,主詞目,肝,kuann,"生理構造,食物、飲料、煙酒"
3344,主詞目,育,io,生養老死
3345,主詞目,肝𦟪,kuann-liân,"動物形體、行為,食物、飲料、煙酒"
3346,主詞目,男女,lâm-lí/lâm-lú,泛稱
3347,主詞目,男子,lâm-tsú,泛稱
3348,主詞目,私下,su-hā,境況、狀態-擬事
3349,主詞目,男子漢,lâm-tsú-hàn,泛稱
3350,主詞目,牡丹,bóo-tan,"空間方位,花草樹木,國家、社會、民眾,醫療保健"
3351,主詞目,災厄,tsai-eh,災禍
3352,主詞目,私心,su-sim,心理狀態
3353,主詞目,疔仔,ting-á,傷疾病痛
3354,主詞目,災民,tsai-bîn,泛稱
3355,主詞目,私立,su-li̍p,性質、程度
3356,主詞目,私交,su-kau,交際應酬
3357,主詞目,育囝,io-kiánn,生養老死
3358,主詞目,育囡仔,io gín-á,生養老死
3359,主詞目,育囡仔歌,io-gín-á-kua,戲劇、音樂
3360,主詞目,罕行,hán-kiânn,交際應酬
3361,主詞目,私利,su-lī,錢財資產
3362,主詞目,罕見,hán-kiàn,性質、程度
3363,主詞目,私事,su-sū,事、物泛稱
3364,主詞目,私奇,sai-khia,錢財資產
3365,主詞目,肝炎,kuann-iām,傷疾病痛
3366,主詞目,災害,tsai-hāi,災禍
3367,主詞目,秀氣,siù-khì,體態樣貌
3368,主詞目,秀梳仔,siù-se-á/siù-sue-á,"植物形體、狀態,生活用品"
3369,主詞目,肚胿仔,tōo-kuai-á,爬蟲、兩棲類
3370,主詞目,罕得,hán-tit,性質、程度
3371,主詞目,私情,su-tsîng,"兩性、婚姻,交際應酬"
3372,主詞目,系統,hē-thóng,事、物泛稱
3373,主詞目,私通,su-thong,"兩性、婚姻,交際應酬"
3374,主詞目,肚脹,tóo-tiòng,"反應、表情,傷疾病痛"
3375,主詞目,肚腸,tōo-tn̂g,"生理構造,道德評價,氣質態度"
3376,主詞目,育飼,io-tshī,生養老死
3377,主詞目,災禍,tsai-hō,災禍
3378,主詞目,肚綰,tóo-kuānn,衣帽鞋襪
3379,主詞目,禿頭,thut-thâu,體態樣貌
3380,主詞目,肚臍,tōo-tsâi,生理構造
3381,主詞目,禿額,thuh-hia̍h,體態樣貌
3382,主詞目,災難,tsai-lān,災禍
3383,主詞目,芋,ōo,蔬果作物
3384,主詞目,見,kiàn,"一般動詞-靜態動詞,副詞"
3385,主詞目,見,kìnn,"一般動詞-靜態動詞,副詞"
3386,主詞目,角,kak,"空間方位,動物形體、行為,戲劇、音樂,事、物泛稱"
3387,主詞目,言,giân,語言、文字、符號
3388,主詞目,豆,tāu,"蔬果作物,食物、飲料、煙酒"
3389,主詞目,赤,tshiah,顏色、氣味
3390,主詞目,走,tsáu,肢體動作
3391,主詞目,足,tsiok,"生理構造,副詞"
3392,主詞目,身,sian,數詞、量詞
3393,主詞目,身,sin,"生理構造,生養老死"
3394,主詞目,車,tshia,"縫紉洗熨,交通、運輸"
3395,主詞目,辛,sin,"宗族、家庭,顏色、氣味"
3396,主詞目,辰,sîn,"時間節令,稱謂輩分"
3397,主詞目,那,ná,連詞、介詞
3398,主詞目,邪,siâ,"道德評價,心理活動"
3399,主詞目,酉,iú,時間節令
3400,主詞目,里,lí,"地理,居住環境,數詞、量詞"
3401,主詞目,阮,guán,代名詞
3402,主詞目,防,hông,一般動詞-靜態動詞
3403,主詞目,走山,tsáu-suann,"自然現象,災禍"
3404,主詞目,良心,liông-sim,心理狀態
3405,主詞目,車心,tshia-sim,交通、運輸
3406,主詞目,車手,tshia-tshiú,交通、運輸
3407,主詞目,赤牛,tshiah-gû,"獸類,食物、飲料、煙酒"
3408,主詞目,芋仔,ōo-á,"蔬果作物,地位、身世、背景,食物、飲料、煙酒"
3409,主詞目,豆仔,tāu-á,"蔬果作物,食物、飲料、煙酒"
3410,主詞目,身世,sin-sè,地位、身世、背景
3411,主詞目,車仔,tshia-á,"交通、運輸,道路、橋梁"
3412,主詞目,車仔針,tshia-á-tsiam,"生產工具,縫紉洗熨"
3413,主詞目,車仔線,tshia-á-suànn,"生產工具,縫紉洗熨"
3414,主詞目,豆仔薯,tāu-á-tsî/tāu-á-tsû,"蔬果作物,食物、飲料、煙酒"
3415,主詞目,見本,kiàn-pún,商業
3416,主詞目,豆奶,tāu-ling/tāu-ni,食物、飲料、煙酒
3417,主詞目,豆皮,tāu-phuê/tāu-phê,食物、飲料、煙酒
3418,主詞目,赤目,tshiah-ba̍k,"反應、表情,心理狀態,待人處事"
3419,主詞目,芋冰,ōo-ping,食物、飲料、煙酒
3420,主詞目,防守,hông-siú,一般動詞-行為動詞
3421,主詞目,角色,kak-sik,"地位、身世、背景,戲劇、音樂"
3422,主詞目,赤肉,tshiah-bah,食物、飲料、煙酒
3423,主詞目,走色,tsáu-sik,顏色、氣味
3424,主詞目,走江湖,tsáu-kang-ôo,生活狀況
3425,主詞目,身材,sin-tsâi,體態樣貌
3426,主詞目,豆沙,tāu-se,食物、飲料、煙酒
3427,主詞目,走私,tsáu-su,"兩性、婚姻,法律"
3428,主詞目,豆乳,tāu-jú/tāu-lú,食物、飲料、煙酒
3429,主詞目,走味,tsáu-bī,境況、狀態-擬物
3430,主詞目,身命,sin-miā,醫療保健
3431,主詞目,見怪,kiàn-kuài,一般動詞-行為動詞
3432,主詞目,豆油,tāu-iû,食物、飲料、煙酒
3433,主詞目,豆油膏,tāu-iû-ko,食物、飲料、煙酒
3434,主詞目,芋泥,ōo-nî,食物、飲料、煙酒
3435,主詞目,走狗,tsáu-káu,泛稱
3436,主詞目,防空壕,hông-khong-hô,建築物、結構
3437,主詞目,豆花,tāu-hue,食物、飲料、煙酒
3438,主詞目,身屍,sin-si,生養老死
3439,主詞目,車後斗,tshia-āu-táu,交通、運輸
3440,主詞目,走相掠,tsáu-sio-lia̍h,休閒、娛樂
3441,主詞目,走相逐,tsáu-sio-jiok/tsáu-sio-lip,休閒、娛樂
3442,主詞目,赤砂,tshiah-sua,食物、飲料、煙酒
3443,主詞目,見若,kiàn-nā,副詞
3444,主詞目,辛苦,sin-khóo,生活狀況
3445,主詞目,見面,kìnn-bīn,交際應酬
3446,主詞目,走音,tsáu-im,戲劇、音樂
3447,主詞目,走桌的,tsáu-toh--ê,服務業及其他
3448,主詞目,見笑,kiàn-siàu,心理狀態
3449,主詞目,車站,tshia-tsām,"交通、運輸,旅運設施"
3450,主詞目,見笑代,kiàn-siàu-tāi,性質、程度
3451,主詞目,見笑草,kiàn-siàu-tsháu,花草樹木
3452,主詞目,走袂開跤,tsáu-bē-khui-kha/tsáu-buē-khui-kha,生活狀況
3453,主詞目,走袂離,tsáu-bē-lī/tsáu-buē-lī,
3454,主詞目,走閃,tsáu-siám,一般動詞-行為動詞
3455,主詞目,走馬燈,tsáu-bé-ting,文學、藝術
3456,主詞目,豆乾,tāu-kuann,食物、飲料、煙酒
3457,主詞目,豆乾糋,tāu-kuann-tsìnn,食物、飲料、煙酒
3458,主詞目,走唱,tsáu-tshiùnn,戲劇、音樂
3459,主詞目,車票,tshia-phiò,旅運設施
3460,主詞目,見習,kiàn-si̍p,相關用語
3461,主詞目,豆粕,tāu-phoh,漁牧業
3462,主詞目,芋莖,ōo-huâinn,蔬果作物
3463,主詞目,豆莢,tāu-ngeh,植物形體、狀態
3464,主詞目,豆豉,tāu-sīnn,食物、飲料、煙酒
3465,主詞目,走赦馬,tsáu-sià-bé,"婚喪喜慶,相關器具、活動"
3466,主詞目,防備,hông-pī,一般動詞-行為動詞
3467,主詞目,辛勞,sin-lô,相關用語
3468,主詞目,車單,tshia-tuann,旅運設施
3469,主詞目,車掌,tshia-tsióng,服務業及其他
3470,主詞目,走揣,tsáu-tshuē/tsáu-tshē,一般動詞-行為動詞
3471,主詞目,芋稈,ōo-kuáinn,植物形體、狀態
3472,主詞目,豆菜,tāu-tshài,"蔬果作物,食物、飲料、煙酒"
3473,主詞目,豆菜底的,tāu-tshài-té--ê/tāu-tshài-tué--ê,地位、身世、背景
3474,主詞目,走街仔仙,tsáu-ke-á-sian/tsáu-kue-á-sian,服務業及其他
3475,主詞目,言詞,giân-sû,語言、文字、符號
3476,主詞目,角勢,kak-sì,地理
3477,主詞目,走傱,tsáu-tsông,生活狀況
3478,主詞目,芋圓,ōo-înn,食物、飲料、煙酒
3479,主詞目,見解,kiàn-kái,心理活動
3480,主詞目,赤跤,tshiah-kha,肢體動作
3481,主詞目,赤跤仙仔,tshiah-kha-sian-á,"服務業及其他,醫療保健"
3482,主詞目,走路,tsáu-lōo,生活狀況
3483,主詞目,走跳,tsáu-thiàu,"氣質態度,生活狀況"
3484,主詞目,角鼓,kak-kóo,相關器具、活動
3485,主詞目,車鼓戲,tshia-kóo-hì,戲劇、音樂
3486,主詞目,芋粿,ōo-kué/ōo-ké,食物、飲料、煙酒
3487,主詞目,豆箍,tāu-khoo,漁牧業
3488,主詞目,走精,tsáu-tsing,一般動詞-靜態動詞
3489,主詞目,芋粿曲,ōo-kué-khiau/ōo-ké-khiau,食物、飲料、煙酒
3490,主詞目,豆腐,tāu-hū,食物、飲料、煙酒
3491,主詞目,防腐劑,hông-hú-tse,生活用品
3492,主詞目,豆腐鯊,tāu-hū-sua,"魚蝦海獸,食物、飲料、煙酒"
3493,主詞目,言語,giân-gí/giân-gú,語言、文字、符號
3494,主詞目,豆酺,tāu-pôo,食物、飲料、煙酒
3495,主詞目,豆餅,tāu-piánn,漁牧業
3496,主詞目,身價,sin-kè,"地位、身世、背景,錢財資產"
3497,主詞目,言論,giân-lūn,語言、文字、符號
3498,主詞目,車輪,tshia-lián,交通、運輸
3499,主詞目,角齒,kak-khí,生理構造
3500,主詞目,車擋,tshia-tòng,交通、運輸
3501,主詞目,車錢,tshia-tsînn,旅運設施
3502,主詞目,角頭,kak-thâu,泛稱
3503,主詞目,豆頭,tāu-thâu,漁牧業
3504,主詞目,豆餡,tāu-ānn,食物、飲料、煙酒
3505,主詞目,車頭,tshia-thâu,"交通、運輸,旅運設施"
3506,主詞目,車幫,tshia-pang,交通、運輸
3507,主詞目,見擺,kiàn-pái,副詞
3508,主詞目,身軀,sin-khu,生理構造
3509,主詞目,身軀邊,sin-khu-pinn,境況、狀態-擬人
3510,主詞目,豆醬,tāu-tsiùnn,食物、飲料、煙酒
3511,主詞目,豆醬湯,tāu-tsiùnn-thng,食物、飲料、煙酒
3512,主詞目,豆簽,tāu-tshiam,食物、飲料、煙酒
3513,主詞目,豆藤,tāu-tîn,植物形體、狀態
3514,主詞目,赤鯮,tshiah-tsang,"魚蝦海獸,食物、飲料、煙酒"
3515,主詞目,身懸,sin-kuân,體態樣貌
3516,主詞目,豆鹹,tāu-kiâm,食物、飲料、煙酒
3517,主詞目,身體,sin-thé,生理構造
3518,主詞目,並,pīng,連詞、介詞
3519,主詞目,並,phīng,副詞
3520,主詞目,乖,kuai,個性風格
3521,主詞目,事,sū,事、物泛稱
3523,主詞目,佬,láu,待人處事
3524,主詞目,佮,kah,連詞、介詞
3525,主詞目,佮,kap,連詞、介詞
3526,主詞目,佯,tènn/tìnn,一般動詞-靜態動詞
3527,主詞目,使,sái,一般動詞-行為動詞
3528,主詞目,使,sú,連詞、介詞
3529,主詞目,來,lâi,"一般動詞-行為動詞,助詞、嘆詞"
3530,主詞目,例,lē,事、物泛稱
3531,主詞目,供,king,法律
3532,主詞目,供,kìng,相關器具、活動
3533,主詞目,佳人,ka-jîn/ka-lîn,"體態樣貌,氣質態度"
3534,主詞目,佯毋知,tènn-m̄-tsai/tìnn-m̄-tsai,反應、表情
3535,主詞目,事主,sū-tsú,泛稱
3536,主詞目,佬仔,láu-á,泛稱
3537,主詞目,來世,lâi-sè,生養老死
3538,主詞目,來去,lâi-khì,一般動詞-行為動詞
3539,主詞目,例外,lē-guā,事、物泛稱
3540,主詞目,乖巧,kuai-khá,才智能力
3541,主詞目,佯生,tènn-tshenn/tìnn-tshinn,反應、表情
3542,主詞目,使用人,sú-iōng-lâng,服務業及其他
3543,主詞目,使目尾,sái-ba̍k-bué/sái-ba̍k-bé,反應、表情
3544,主詞目,使目箭,sái-ba̍k-tsìnn,反應、表情
3545,主詞目,事件,sū-kiānn,事、物泛稱
3546,主詞目,乳名,jú-miâ/lú-miâ,稱謂輩分
3547,主詞目,使弄,sái-lōng,待人處事
3548,主詞目,來來去去,lâi-lâi-khì-khì,交通、運輸
3549,主詞目,享受,hiáng-siū,生活狀況
3550,主詞目,來往,lâi-óng,"交際應酬,交通、運輸"
3551,主詞目,使性地,sái-sìng-tē/sái-sìng-tuē,個性風格
3552,主詞目,佩服,puē-ho̍k,心理活動
3553,主詞目,佳哉,ka-tsài,副詞
3554,主詞目,事後,sū-āu,時間節令
3555,主詞目,來洗,lâi-sé,"反應、表情,醫療保健"
3556,主詞目,佳音,ka-im,境況、狀態-擬事
3557,主詞目,侍候,sū-hāu,一般動詞-行為動詞
3558,主詞目,依倚,i-uá,生活狀況
3559,主詞目,事務,sū-bū,事、物泛稱
3560,主詞目,事務所,sū-bū-sóo,相關用語
3561,主詞目,事理,sū-lí,事、物泛稱
3562,主詞目,佮喙,kah-tshuì,飲食行為
3563,主詞目,佳期,ka-kî,"時間節令,兩性、婚姻,婚喪喜慶"
3564,主詞目,佯痟,tènn-siáu/tìnn-siáu,"個性風格,氣質態度"
3565,主詞目,佮意,kah-ì,心理活動
3566,主詞目,事業,sū-gia̍p,相關用語
3567,主詞目,來路,lâi-lōo,地位、身世、背景
3568,主詞目,亞鉛,a-iân,"資源礦物,科技、工業,生活用品"
3569,主詞目,亞鉛鉼,a-iân-phiánn,生產工具
3570,主詞目,亞鉛線,a-iân-suànn,生產工具
3571,主詞目,事實,sū-si̍t,事、物泛稱
3572,主詞目,享福,hiáng-hok,生活狀況
3573,主詞目,來賓,lâi-pin,"婚喪喜慶,交際應酬"
3574,主詞目,來歷,lâi-li̍k,地位、身世、背景
3575,主詞目,依賴,i-nāi,生活狀況
3576,主詞目,京戲,kiann-hì,戲劇、音樂
3577,主詞目,佯顛佯戇,tènn-tian-tènn-gōng/tìnn-tian-tìnn-gōng,"道德評價,氣質態度,待人處事"
3578,主詞目,供體,king-thé,語言、文字、符號
3579,主詞目,佯戇,tènn-gōng/tìnn-gōng,反應、表情
3580,主詞目,侗戇,tòng-gōng,"才智能力,教育、學術"
3581,主詞目,兔,thòo,獸類
3582,主詞目,兩,lióng,數詞、量詞
3583,主詞目,兩,niú,數詞、量詞
3584,主詞目,兩,nn̄g,數詞、量詞
3585,主詞目,其,kî,代名詞
3586,主詞目,具,khū,"事、物泛稱,數詞、量詞"
3587,主詞目,典,tián,法律
3588,主詞目,初,tshe/tshue,
3589,主詞目,初,tshoo,性質、程度
3590,主詞目,刮,kueh/kuih,一般動詞-行為動詞
3591,主詞目,刮,khe,一般動詞-行為動詞
3592,主詞目,到,kàu,"一般動詞-行為動詞,一般動詞-靜態動詞"
3593,主詞目,制,tsè,事、物泛稱
3594,主詞目,券,kǹg,事、物泛稱
3595,主詞目,券,kuàn,事、物泛稱
3596,主詞目,刺,tshì,事、物泛稱
3597,主詞目,刺,tshiah,"個性風格,生活勞動,一般動詞-行為動詞"
3598,主詞目,刻,khik,"時間節令,一般動詞-行為動詞"
3599,主詞目,剁,tok,飲食行為
3600,主詞目,匼,khap,
3601,主詞目,卒,tsut,"相關用語,休閒、娛樂,軍事"
3602,主詞目,卦,kuà,相關器具、活動
3603,主詞目,卷,kńg,數詞、量詞
3604,主詞目,卷,kuàn,數詞、量詞
3605,主詞目,卸,sià,一般動詞-行為動詞
3606,主詞目,叔,tsik,"宗族、家庭,稱謂輩分"
3607,主詞目,取,tshú,"才智能力,一般動詞-行為動詞"
3608,主詞目,受,siū,一般動詞-靜態動詞
3609,主詞目,刺䲅,tshì-kui,"魚蝦海獸,食物、飲料、煙酒"
3610,主詞目,初一,tshe-it/tshue-it,時間節令
3611,主詞目,初一,tshoo-it,"時間節令,教育、學術"
3612,主詞目,協力,hia̍p-li̍k,待人處事
3613,主詞目,其中,kî-tiong,副詞
3614,主詞目,到今,kàu-tann,副詞
3615,主詞目,到分,kàu-hun,植物形體、狀態
3616,主詞目,叔公,tsik-kong,"宗族、家庭,稱謂輩分"
3617,主詞目,刺毛蟲,tshì-môo-thâng,昆蟲類
3618,主詞目,兩爿,nn̄g-pîng,事、物泛稱
3619,主詞目,兔仔,thòo-á,獸類
3620,主詞目,其他,kî-thann,代名詞
3621,主詞目,刺仔,tshì-á,花草樹木
3622,主詞目,卒仔,tsut-á,"地位、身世、背景,休閒、娛樂"
3623,主詞目,兔仔尾,thòo-á-bué/thòo-á-bé,婚喪喜慶
3624,主詞目,卸世眾,sià-sì-tsìng,"道德評價,待人處事"
3625,主詞目,刺瓜仔,tshì-kue-á,蔬果作物
3626,主詞目,兩光,lióng-kong,體態樣貌
3627,主詞目,協同,hia̍p-tông,待人處事
3628,主詞目,刻印仔,khik-ìn-á,生活勞動
3629,主詞目,到地,kàu-tè,副詞
3630,主詞目,刺字,tshiah-jī/tshiah-lī,"理容、化妝,文學、藝術"
3631,主詞目,刺竹,tshì-tik,花草樹木
3632,主詞目,刺竹筍,tshì-tik-sún,"蔬果作物,食物、飲料、煙酒"
3633,主詞目,到位,kàu-uī,"交通、運輸,旅行"
3634,主詞目,叔伯兄弟,tsik-peh-hiann-tī,"宗族、家庭,稱謂輩分"
3635,主詞目,叔伯姊妹,tsik-peh-tsí-muē/tsik-peh-tsí-bē,"宗族、家庭,稱謂輩分"
3636,主詞目,叔伯的,tsik-peh--ê,"宗族、家庭,稱謂輩分"
3637,主詞目,協助,hia̍p-tsōo,待人處事
3638,主詞目,初步,tshoo-pōo,性質、程度
3639,主詞目,初見面,tshoo-kìnn-bīn,
3640,主詞目,初初,tshoo-tshoo,時間節令
3641,主詞目,到底,tàu-té/tàu-tué,副詞
3642,主詞目,制定,tsè-tīng,一般動詞-行為動詞
3643,主詞目,卷宗,kuàn-tsong,"相關用語,教育、學術"
3644,主詞目,制服,tsè-ho̍k,衣帽鞋襪
3645,主詞目,刺波,tshì-pho,蔬果作物
3646,主詞目,刺花,tshiah-hue,"縫紉洗熨,理容、化妝"
3647,主詞目,制度,tsè-tōo,事、物泛稱
3648,主詞目,刺查某,tshiah-tsa-bóo,"花草樹木,泛稱,個性風格"
3649,主詞目,刺疫,tshiah-ia̍h,反應、表情
3650,主詞目,協約,hia̍p-iok,交際應酬
3651,主詞目,受苦,siū-khóo,生活狀況
3652,主詞目,卸面皮,sià-bīn-phuê/sià-bīn-phê,
3653,主詞目,叔孫,tsik-sun,"宗族、家庭,稱謂輩分"
3654,主詞目,受害,siū-hāi,災禍
3655,主詞目,到時,kàu-sî,時間節令
3656,主詞目,受氣,siū-khì,心理活動
3657,主詞目,取消,tshú-siau,一般動詞-行為動詞
3658,主詞目,卸祖公,sià-tsóo-kong,
3659,主詞目,到站,kàu-tsām,交通、運輸
3660,主詞目,初級,tshoo-kip,性質、程度
3661,主詞目,刺耙耙,tshiah-pê-pê,個性風格
3662,主詞目,受袂起,siū-bē-khí/siū-buē-khí,交際應酬
3663,主詞目,刺探,tshì-thàm,一般動詞-行為動詞
3664,主詞目,卸貨,sià-huè/sià-hè,生活勞動
3665,主詞目,卸責任,sià-tsik-jīm/sià-tsik-līm,氣質態度
3666,主詞目,卸貨底,sià-huè-té/sià-hè-tué,服務業及其他
3667,主詞目,到期,kàu-kî,時間節令
3668,主詞目,受債,siū-tsè,個性風格
3669,主詞目,協會,hia̍p-huē,組織團體
3670,主詞目,受當袂起,siū-tong-bē-khí/siū-tong-buē-khí,
3671,主詞目,受罪,siū-tsuē,"心理狀態,生活狀況"
3672,主詞目,其實,kî-si̍t,副詞
3673,主詞目,刺酸,tshiah-sng,生理構造
3674,主詞目,卑鄙,pi-phí,"個性風格,道德評價"
3675,主詞目,取締,tshú-tè,法律
3676,主詞目,協調,hia̍p-tiau,待人處事
3677,主詞目,卑賤,pi-tsiān,地位、身世、背景
3678,主詞目,刺激,tshì-kik,心理狀態
3679,主詞目,刺膨紗,tshiah-phòng-se,縫紉洗熨
3680,主詞目,協辦,hia̍p-pān,待人處事
3681,主詞目,典禮,tián-lé,事、物泛稱
3682,主詞目,刺繡,tshiah-siù,縫紉洗熨
3683,主詞目,協議,hia̍p-gī,交際應酬
3684,主詞目,具體,kū-thé,性質、程度
